rel_path,source,title,title_norm,published_raw,date_iso,cluster_size,cluster_sources_count,story_role
MC1/News Articles/Kronos Star/329.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/339.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/359.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/364.txt,Kronos Star,POK Anniversary Rally Ends in Riot,POK ANNIVERSARY RALLY ENDS IN RIOT,20 June 2012,2012-06-20,3,3,Primary
MC1/News Articles/Kronos Star/368.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/376.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/379.txt,Kronos Star,Minister of Health Receives Threats from POK,MINISTER OF HEALTH RECEIVES THREATS FROM POK,7 March 2012,2012-03-07,2,2,Primary
MC1/News Articles/Kronos Star/38.txt,Kronos Star,Kronos Benefits from Foreign Investment,KRONOS BENEFITS FROM FOREIGN INVESTMENT,18 January 1998,1998-01-18,2,2,Primary
MC1/News Articles/Kronos Star/381.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/39.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/411.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/42.txt,Kronos Star,Tiskele Bend Gas Fields Larger Than First Thought,TISKELE BEND GAS FIELDS LARGER THAN FIRST THOUGHT,13 March 1996,1996-03-13,3,3,Primary
MC1/News Articles/Kronos Star/421.txt,Kronos Star,Araullo Announces New Hospital Construction,ARAULLO ANNOUNCES NEW HOSPITAL CONSTRUCTION,21 November 1995,1995-11-21,3,3,Primary
MC1/News Articles/Kronos Star/435.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/441.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/461.txt,Kronos Star,POK Kidnaps GAStech Employees,POK KIDNAPS GASTECH EMPLOYEES,20 January 2014,2014-01-20,3,3,Primary
MC1/News Articles/Kronos Star/462.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/481.txt,Kronos Star,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,GASTECH'S SANJORGE ESCAPES KIDNAPPING AT GASTECH HQ,21 January 2014,2014-01-21,3,3,Primary
MC1/News Articles/Kronos Star/488.txt,Kronos Star,"Minister Nespola Champions Added Taxes on Oil, Gas Development","MINISTER NESPOLA CHAMPIONS ADDED TAXES ON OIL, GAS DEVELOPMENT",3 July 1999,1999-07-03,3,3,Primary
MC1/News Articles/Kronos Star/495.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/508.txt,Kronos Star,POK Protest at Abila Police Headquarters,POK PROTEST AT ABILA POLICE HEADQUARTERS,20 June 2010,2010-06-20,3,3,Primary
MC1/News Articles/Kronos Star/518.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/524.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/526.txt,Kronos Star,Grand Opening of the New GAStech Offices,GRAND OPENING OF THE NEW GASTECH OFFICES,10 October 1995,1995-10-10,3,3,Primary
MC1/News Articles/Kronos Star/540.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/541.txt,Kronos Star,"Kapelou Calls POK ""A Gang of Criminals""","KAPELOU CALLS POK ""A GANG OF CRIMINALS""",21 June 2012,2012-06-21,3,3,Primary
MC1/News Articles/Kronos Star/548.txt,Kronos Star,"POK Labeled a ""Public Threat""","POK LABELED A ""PUBLIC THREAT""",27 July 2011,2011-07-27,3,3,Primary
MC1/News Articles/Kronos Star/569.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/582.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/623.txt,Kronos Star,Protest Turns Violent in Abila,PROTEST TURNS VIOLENT IN ABILA,20 June 2009,2009-06-20,2,2,Primary
MC1/News Articles/Kronos Star/630.txt,Kronos Star,Ministry of Health Investigates Contamination Complaints,MINISTRY OF HEALTH INVESTIGATES CONTAMINATION COMPLAINTS,9 November 1998,1998-11-09,2,2,Primary
MC1/News Articles/Kronos Star/637.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/650.txt,Kronos Star,Government Announces Tax Incentives For Foreign Investment,GOVERNMENT ANNOUNCES TAX INCENTIVES FOR FOREIGN INVESTMENT,18 January 1993,1993-01-18,3,3,Primary
MC1/News Articles/Kronos Star/666.txt,Kronos Star,Government Strikes Deal with GAStech International,GOVERNMENT STRIKES DEAL WITH GASTECH INTERNATIONAL,12 March 1993,1993-03-12,2,2,Primary
MC1/News Articles/Kronos Star/674.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/678.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/692.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/693.txt,Kronos Star,Police Hold News Conference on GAStech Kidnapping,POLICE HOLD NEWS CONFERENCE ON GASTECH KIDNAPPING,21 January 2014,2014-01-21,3,3,Primary
MC1/News Articles/Kronos Star/70.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/710.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/761.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/763.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/776.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/781.txt,Kronos Star,Protestors Block Traffic to Tiskele Bend Fields,PROTESTORS BLOCK TRAFFIC TO TISKELE BEND FIELDS,6 April 2005,2005-04-06,3,3,Primary
MC1/News Articles/Kronos Star/790.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/820.txt,Kronos Star,Activist Leader Karel Arrested for Tax Evasion,ACTIVIST LEADER KAREL ARRESTED FOR TAX EVASION,12 March 2009,2009-03-12,3,3,Primary
MC1/News Articles/Kronos Star/85.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Kronos Star/9.txt,Kronos Star,Breaking: Emergency at GAStech Headquarters Building [Updates],BREAKING: EMERGENCY AT GASTECH HEADQUARTERS BUILDING [UPDATES],20 January 2014,2014-01-20,35,1,Primary
MC1/News Articles/Modern Rubicon/106.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,21 January 2014,2014-01-21,30,1,Derivative
MC1/News Articles/Modern Rubicon/133.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/159.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,21 January 2014,2014-01-21,30,1,Derivative
MC1/News Articles/Modern Rubicon/171.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/176.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/21.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/262.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/30.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,21 January 2014,2014-01-21,30,1,Derivative
MC1/News Articles/Modern Rubicon/307.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/355.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/362.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/365.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/384.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/412.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/417.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/425.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/43.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/452.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/487.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/642.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/67.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/727.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,21 January 2014,2014-01-21,30,1,Derivative
MC1/News Articles/Modern Rubicon/772.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/783.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/8.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/811.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/827.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/830.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/831.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/Modern Rubicon/99.txt,Modern Rubicon,ON SCENE BLOG,ON SCENE BLOG,20 January 2014,2014-01-20,30,1,Primary
MC1/News Articles/News Desk/104.txt,News Desk,THREATS WHICH ARE SPENT BY POK,THREATS WHICH ARE SPENT BY POK,2012/03/10,2012-03-10,1,1,Primary
MC1/News Articles/News Desk/146.txt,News Desk,GASTECH HOOFDKWARTIER THAT POK ARE BLOCKED,GASTECH HOOFDKWARTIER THAT POK ARE BLOCKED,2009/02/21,2009-02-21,1,1,Primary
MC1/News Articles/News Desk/19.txt,News Desk,ARRESTED LEADER POK,ARRESTED LEADER POK,2009/03/13,2009-03-13,1,1,Primary
MC1/News Articles/News Desk/190.txt,News Desk,ANNIVERSARY OF PROTESTS,ANNIVERSARY OF PROTESTS,2010/06/15,2010-06-15,5,5,Derivative
MC1/News Articles/News Desk/241.txt,News Desk,THE ACCIDENT OF THE MOVEMENT NEAR ELODIS,THE ACCIDENT OF THE MOVEMENT NEAR ELODIS,2007/04/12,2007-04-12,1,1,Primary
MC1/News Articles/News Desk/259.txt,News Desk,MEETING WHO IS PLACED FOR THE MORNING,MEETING WHO IS PLACED FOR THE MORNING,2014/01/19,2014-01-19,1,1,Primary
MC1/News Articles/News Desk/311.txt,News Desk,THE VICTORY OF THE LANDSLIDE FOR PRESIDENT KAPELOU,THE VICTORY OF THE LANDSLIDE FOR PRESIDENT KAPELOU,2000/10/03,2000-10-03,1,1,Primary
MC1/News Articles/News Desk/402.txt,News Desk,REMOVAL AT HEADQUARTERS GASTECH,REMOVAL AT HEADQUARTERS GASTECH,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/News Desk/404.txt,News Desk,LESS IMPORTANT POLLUTION OF THE GOVERNMENT OF CITES NEAR ELODIS,LESS IMPORTANT POLLUTION OF THE GOVERNMENT OF CITES NEAR ELODIS,1997/10/17,1997-10-17,1,1,Primary
MC1/News Articles/News Desk/464.txt,News Desk,THE TURN OF PROTESTS ELODIS TO BABBLE AND ARRESTS,THE TURN OF PROTESTS ELODIS TO BABBLE AND ARRESTS,2005/09/25,2005-09-25,1,1,Primary
MC1/News Articles/News Desk/512.txt,News Desk,"GASTECH QUESTIONED EMPLOYEE, DELIVERED","GASTECH QUESTIONED EMPLOYEE, DELIVERED",2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/News Desk/525.txt,News Desk,GASTECH CONTROL CONFIRMED MISSING,GASTECH CONTROL CONFIRMED MISSING,By Haneson Ngohebo,,1,1,Primary
MC1/News Articles/News Desk/571.txt,News Desk,DRUG RELATED ARRESTS ON THE INCREASE,DRUG RELATED ARRESTS ON THE INCREASE,2011/05/15,2011-05-15,1,1,Primary
MC1/News Articles/News Desk/588.txt,News Desk,PRESIDENT KAPELOU II THAT BY THE FORK OF THE REPORT ARE PREFERRED,PRESIDENT KAPELOU II THAT BY THE FORK OF THE REPORT ARE PREFERRED,2010/10/03,2010-10-03,1,1,Primary
MC1/News Articles/News Desk/60.txt,News Desk,POSSIBLE POLLUTION IN ELODIS,POSSIBLE POLLUTION IN ELODIS,1997/04/25,1997-04-25,1,1,Primary
MC1/News Articles/News Desk/605.txt,News Desk,WELLNESS FOR ALREADY DECLARATION OF QUESTIONS CONCERNING ELODIS,WELLNESS FOR ALREADY DECLARATION OF QUESTIONS CONCERNING ELODIS,1998/11/17,1998-11-17,1,1,Primary
MC1/News Articles/News Desk/61.txt,News Desk,THE ATTACK OF TIME OF THE DAY POK,THE ATTACK OF TIME OF THE DAY POK,2013/12/18,2013-12-18,1,1,Primary
MC1/News Articles/News Desk/644.txt,News Desk,THE GOVERNMENT ANSWERS TO ANOTHER ROUND OF PROTESTS,THE GOVERNMENT ANSWERS TO ANOTHER ROUND OF PROTESTS,2010/06/22,2010-06-22,1,1,Primary
MC1/News Articles/News Desk/709.txt,News Desk,WHO ARE PROTESTERS,WHO ARE PROTESTERS,2012/08/23,2012-08-23,1,1,Primary
MC1/News Articles/News Desk/721.txt,News Desk,THE AIRPORT ABILA CONFIRMS TWO PRIVATE TODAY LEAVES JETS,THE AIRPORT ABILA CONFIRMS TWO PRIVATE TODAY LEAVES JETS,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/News Desk/757.txt,News Desk,THE LABELS POK PUBLIC THREAT OF THE GOVERNMENT,THE LABELS POK PUBLIC THREAT OF THE GOVERNMENT,2011/07/28,2011-07-28,1,1,Primary
MC1/News Articles/News Desk/801.txt,News Desk,THE SPONTANEOUS PROTESTS BURST ROUND ABILA SEPARATELY,THE SPONTANEOUS PROTESTS BURST ROUND ABILA SEPARATELY,2009/06/21,2009-06-21,1,1,Primary
MC1/News Articles/News Desk/818.txt,News Desk,ENVELOPE UP OF EVENTS AT GASTECH,ENVELOPE UP OF EVENTS AT GASTECH,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/News Desk/839.txt,News Desk,ARREST BLOTTER OF THE POLICE FORCE KRONOS - ABILA,ARREST BLOTTER OF THE POLICE FORCE KRONOS - ABILA,2011/11/24,2011-11-24,1,1,Primary
MC1/News Articles/News Desk/91.txt,News Desk,TISKELE THE EXPLOSION AND THE FIRE OF THE BEND,TISKELE THE EXPLOSION AND THE FIRE OF THE BEND,2000/08/18,2000-08-18,1,1,Primary
MC1/News Articles/News Online Today/103.txt,News Online Today,Government Announces Tax Incentives For Foreign Investment,GOVERNMENT ANNOUNCES TAX INCENTIVES FOR FOREIGN INVESTMENT,,,3,3,Unknown
MC1/News Articles/News Online Today/108.txt,News Online Today,POK DEMONSTRATIONS ON THE INCREASE,POK DEMONSTRATIONS ON THE INCREASE,12 November 2012,2012-11-12,1,1,Primary
MC1/News Articles/News Online Today/117.txt,News Online Today,Charity Funds Exhausted,CHARITY FUNDS EXHAUSTED,1999/11/15,1999-11-15,1,1,Primary
MC1/News Articles/News Online Today/12.txt,News Online Today,Four people have died in a fiery road crash near Elodis,FOUR PEOPLE HAVE DIED IN A FIERY ROAD CRASH NEAR ELODIS,2007/03/19,2007-03-19,2,2,Derivative
MC1/News Articles/News Online Today/120.txt,News Online Today,GASTECH SHIFTS FOCUS TO KRONOS,GASTECH SHIFTS FOCUS TO KRONOS,1996/07/08,1996-07-08,2,2,Derivative
MC1/News Articles/News Online Today/124.txt,News Online Today,Abila Hospitals Seeing Influx of Designer Drug Users,ABILA HOSPITALS SEEING INFLUX OF DESIGNER DRUG USERS,2013/02/08,2013-02-08,2,2,Derivative
MC1/News Articles/News Online Today/14.txt,News Online Today,Protest Turns Violent in Abila,PROTEST TURNS VIOLENT IN ABILA,,,2,2,Unknown
MC1/News Articles/News Online Today/155.txt,News Online Today,Profile:  Elian Karel,PROFILE: ELIAN KAREL,2009/06/22,2009-06-22,6,6,Primary
MC1/News Articles/News Online Today/16.txt,News Online Today,ELODIS PUBLIC HEALTH FACT SHEET,ELODIS PUBLIC HEALTH FACT SHEET,1998/05/16,1998-05-16,3,3,Derivative
MC1/News Articles/News Online Today/179.txt,News Online Today,Protestors Block Traffic to Tiskele Bend Fields,PROTESTORS BLOCK TRAFFIC TO TISKELE BEND FIELDS,2005/04/06,2005-04-06,3,3,Primary
MC1/News Articles/News Online Today/184.txt,News Online Today,WHO ARE THE PROTESTERS,WHO ARE THE PROTESTERS,2012/08/22,2012-08-22,4,4,Primary
MC1/News Articles/News Online Today/186.txt,News Online Today,GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS,GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS,1997/10/15,1997-10-15,3,3,Primary
MC1/News Articles/News Online Today/188.txt,News Online Today,ELODIS PUBLIC HEALTH FACT SHEET - UPDATE,ELODIS PUBLIC HEALTH FACT SHEET - UPDATE,2000/06/01,2000-06-01,2,2,Derivative
MC1/News Articles/News Online Today/204.txt,News Online Today,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,2009/06/21,2009-06-21,3,3,Derivative
MC1/News Articles/News Online Today/209.txt,News Online Today,GOVERNMENT STANDS UP ANTI-TERRORIST TASK FORCE,GOVERNMENT STANDS UP ANTI-TERRORIST TASK FORCE,17 December 2013,2013-12-17,1,1,Primary
MC1/News Articles/News Online Today/219.txt,News Online Today,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,2014/01/21,2014-01-21,3,3,Primary
MC1/News Articles/News Online Today/227.txt,News Online Today,Shale gas pioneer plans world's first offshore wells in Mediterranean Sea,SHALE GAS PIONEER PLANS WORLD'S FIRST OFFSHORE WELLS IN MEDITERRANEAN SEA,1984/05/04,1984-05-04,3,3,Derivative
MC1/News Articles/News Online Today/247.txt,News Online Today,POK PROTESTS END IN ARRESTS,POK PROTESTS END IN ARRESTS,2005/04/06,2005-04-06,3,3,Derivative
MC1/News Articles/News Online Today/25.txt,News Online Today,BRAZEN DAY TIME ASSAULT BY POK,BRAZEN DAY TIME ASSAULT BY POK,2013/12/16,2013-12-16,3,3,Primary
MC1/News Articles/News Online Today/252.txt,News Online Today,"Annual POK Rally Ends in Riot, Again","ANNUAL POK RALLY ENDS IN RIOT, AGAIN",2013/06/20,2013-06-20,3,3,Primary
MC1/News Articles/News Online Today/256.txt,News Online Today,TISKELE BEND EXPLOSION AND FIRE,TISKELE BEND EXPLOSION AND FIRE,2000/08/17,2000-08-17,3,3,Derivative
MC1/News Articles/News Online Today/263.txt,News Online Today,TEN-YEAR OLD ELODIS GIRL DIES OF POISONING,TEN-YEAR OLD ELODIS GIRL DIES OF POISONING,1998/08/20,1998-08-20,2,2,Derivative
MC1/News Articles/News Online Today/266.txt,News Online Today,POK MEMBERS TARGETED BY ABILA POLICE,POK MEMBERS TARGETED BY ABILA POLICE,5 February 2012,2012-02-05,1,1,Primary
MC1/News Articles/News Online Today/267.txt,News Online Today,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,1999/07/08,1999-07-08,3,3,Derivative
MC1/News Articles/News Online Today/27.txt,News Online Today,Kronos Benefits from Foreign Investment,KRONOS BENEFITS FROM FOREIGN INVESTMENT,1998/01/19,1998-01-19,2,2,Derivative
MC1/News Articles/News Online Today/285.txt,News Online Today,ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,2005/09/25,2005-09-25,3,3,Derivative
MC1/News Articles/News Online Today/286.txt,News Online Today,"IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER","IN REMEMBRANCE: THE DEATH OF ELIAN KAREL, A YEAR LATER",2010/06/19,2010-06-19,3,3,Primary
MC1/News Articles/News Online Today/288.txt,News Online Today,A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL,A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL,2011/06/21,2011-06-21,4,3,Derivative
MC1/News Articles/News Online Today/291.txt,News Online Today,KIDNAPPING AT GASTECH KRONOS,KIDNAPPING AT GASTECH KRONOS,2014/01/20,2014-01-20,3,3,Primary
MC1/News Articles/News Online Today/303.txt,News Online Today,GAStech Profile,GASTECH PROFILE,2013/02/22,2013-02-22,2,2,Primary
MC1/News Articles/News Online Today/314.txt,News Online Today,DRILLING TECHNIQUE BANNED IN TETHYS,DRILLING TECHNIQUE BANNED IN TETHYS,1995/03/30,1995-03-30,3,3,Primary
MC1/News Articles/News Online Today/323.txt,News Online Today,KRONOS POLICE ARREST BLOTTER - ABILA,KRONOS POLICE ARREST BLOTTER - ABILA,2011/11/23,2011-11-23,3,3,Derivative
MC1/News Articles/News Online Today/335.txt,News Online Today,POK Protest at GAStech Headquarters Ends in Arrests,POK PROTEST AT GASTECH HEADQUARTERS ENDS IN ARRESTS,2009/02/19,2009-02-19,3,3,Derivative
MC1/News Articles/News Online Today/337.txt,News Online Today,"Kapelou Calls POK ""A Gang of Criminals""","KAPELOU CALLS POK ""A GANG OF CRIMINALS""",2012/06/22,2012-06-22,3,3,Derivative
MC1/News Articles/News Online Today/342.txt,News Online Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One","ELODIS, KRONOS: A TOWN IN NEED, PART ONE",Petrus Gerhard,,3,3,Unknown
MC1/News Articles/News Online Today/344.txt,News Online Today,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,GASTECH'S SANJORGE ESCAPES KIDNAPPING AT GASTECH HQ,2014/01/21,2014-01-21,3,3,Primary
